,t,x,y,z,e,label
0,2020-10-16 12:34:00,550393.5,4432572.03,859.2,1384.97,0
1,2020-10-16 13:16:00,550435.44,4432507.23,857.97,1004.08,0
2,2020-10-16 14:35:00,550437.77,4432472.38,865.88,8323.33,0
3,2020-10-16 15:59:00,550431.2,4432480.09,885.86,9446.81,0
4,2020-10-16 16:28:00,550176.69,4432497.09,857.14,2512.63,0
5,2020-10-16 22:41:00,550514.86,4432557.42,868.1,1262.69,0
6,2020-10-17 13:06:00,550562.5,4432497.51,895.49,5023.8,0
7,2020-10-17 20:44:00,550420.52,4432565.92,872.08,3799.73,0
8,2020-10-17 23:24:00,550446.66,4432699.41,858.11,1262.17,0
9,2020-10-17 23:33:00,550409.28,4432517.84,882.69,2007.77,0
10,2020-10-18 00:14:00,550458.92,4432613.21,852.53,13936.11,1
11,2020-10-18 01:26:00,550445.63,4432470.35,859.64,9721.38,0
12,2020-10-18 02:59:00,550381.43,4432503.45,867.89,6626.92,0
13,2020-10-18 02:59:00,550446.19,4432611.94,891.34,4176.93,0
14,2020-10-18 06:04:00,550479.84,4432589.66,852.04,14320.84,1
15,2020-10-18 12:00:00,550452.92,4432513.4,868.81,3642.58,0
16,2020-10-18 12:35:00,550442.53,4432603.68,861.34,7290.27,0
17,2020-10-18 13:33:00,550440.61,4432606.04,856.85,7746.18,0
18,2020-10-18 17:21:00,550471.57,4432632.45,851.22,6777.71,0
19,2020-10-19 01:44:00,550443.17,4432660.22,852.51,537.76,0
20,2020-10-19 02:02:00,550615.48,4432688.32,861.95,1108.74,0
21,2020-10-19 02:22:00,550409.44,4432506.4,862.97,401.09,0
22,2020-10-19 03:54:00,550443.51,4432598.65,858.42,11099.32,0
23,2020-10-19 04:00:00,550388.69,4432536.71,866.07,2984.44,0
24,2020-10-20 02:14:00,550441.49,4432604.18,854.07,5743.72,0
25,2020-10-20 06:29:00,550501.34,4432539.73,870.24,166.01,0
26,2020-10-20 18:23:00,550395.06,4432475.39,868.96,92.57,0
27,2020-10-21 07:12:00,550460.43,4432561.64,870.24,86.68,0
28,2020-10-22 05:58:00,550392.15,4432661.58,878.98,4472.86,0
29,2020-10-22 15:36:00,550483.34,4432579.57,876.41,6901.1,0
30,2020-10-23 03:00:00,550462.16,4432480.65,860.6,9206.87,0
31,2020-10-23 04:58:00,550472.29,4432590.56,862.01,4901.61,0
32,2020-10-23 05:33:00,550469.58,4432619.09,855.19,4393.53,0
33,2020-10-23 07:01:00,550451.66,4432602.85,853.15,4078.39,0
34,2020-10-23 11:02:00,550463.95,4432458.13,865.24,5843.48,0
35,2020-10-23 14:31:00,550462,4432602.69,859.24,6654.69,0
36,2020-10-23 16:53:00,550489.09,4432714.92,852.15,8916.01,0
37,2020-10-23 19:30:00,550467.41,4432554.37,861.68,8891.17,0
38,2020-10-24 00:32:00,550454.15,4432593.95,875.44,3684.81,0
39,2020-10-24 00:38:00,550437.98,4432537.74,869.82,6668.66,0
40,2020-10-24 08:02:00,550493.77,4432598.79,866.71,6572.29,0
41,2020-10-24 09:21:00,550530.85,4432603.02,875.95,3153.82,0
42,2020-10-24 12:14:00,550459.46,4432424.86,881.68,4681.41,0
43,2020-10-24 15:21:00,550473.22,4432531.84,883.23,18007.46,1
44,2020-10-24 15:41:00,550438.27,4432706.6,853.86,4389.59,0
45,2020-10-24 18:02:00,550500.56,4432502.42,855.75,8894.53,0
46,2020-10-24 23:19:00,550458.51,4432591.88,878.62,8473.67,0
47,2020-10-25 00:11:00,550476.76,4432639.86,887.45,7881.42,0
48,2020-10-25 01:01:00,550514.74,4432570.15,873.94,8421.3,0
49,2020-10-25 01:46:00,550476.16,4432529.35,886.53,11405.96,0
50,2020-10-25 04:05:00,550478.78,4432588.39,871.03,18765.97,1
51,2020-10-25 08:25:00,550439.8,4432607.25,862.11,16396.96,1
52,2020-10-25 11:35:00,550416.1,4432749.19,859.48,4566.45,0
53,2020-10-25 15:44:00,550389.4,4432632.53,879.83,7390.1,0
54,2020-10-25 16:17:00,550456.72,4432614.13,852.6,8528.95,0
55,2020-10-26 02:58:00,550458.36,4432579.15,852.05,8510.33,0
56,2020-10-26 03:55:00,550426.52,4432620.93,862.68,4472.25,0
57,2020-10-26 12:46:00,550442.51,4432603.74,861.58,7991.93,0
58,2020-10-26 13:39:00,550459.77,4432558.38,854.8,6978.89,0
59,2020-10-26 15:33:00,550438.32,4432647.52,857.02,10348.85,0
60,2020-10-26 15:48:00,550439.58,4432608.86,850.9,4231.99,0
61,2020-10-26 16:05:00,550577.02,4432669.98,887.64,12629.09,0
62,2020-10-26 20:25:00,550470.69,4432546.15,891.59,5853.01,0
63,2020-10-27 00:43:00,550437.23,4432605.76,869.24,5956.13,0
64,2020-10-27 01:39:00,550464.19,4432623.58,851,12449.91,0
65,2020-10-27 02:43:00,550464.82,4432597.78,854.61,18735.37,1
66,2020-10-27 02:48:00,550347.51,4432640.83,894.92,9131.44,0
67,2020-10-27 05:11:00,550448.7,4432703.37,852.39,4285.65,0
68,2020-10-27 10:25:00,550370.49,4432620.21,871.78,6544.4,0
69,2020-10-27 12:32:00,550465.98,4432728.31,864.07,5645.54,0
70,2020-10-27 15:33:00,550468.86,4432501.23,893.68,7072.67,0
71,2020-10-27 22:01:00,550224.58,4432473.47,880.47,3971.91,0
72,2020-10-28 00:14:00,550417.59,4432594.47,871.34,6085.8,0
73,2020-10-28 00:20:00,550487.84,4432590.29,854.7,10522.96,0
74,2020-10-28 02:36:00,550438.61,4432768.99,851.37,5627.72,0
75,2020-10-28 03:55:00,550505.97,4432582.8,857.94,3202.87,0
76,2020-10-28 04:21:00,550390.53,4432554.85,887.32,3181.36,0
77,2020-10-28 06:00:00,550478.16,4432539.15,863.46,8353.4,0
78,2020-10-28 09:49:00,550439.77,4432713.49,857.73,4489.08,0
79,2020-10-28 18:50:00,550247.55,4432714.52,881.4,4862.56,0
80,2020-10-28 22:30:00,550452.89,4432597.2,883.53,5041.03,0
81,2020-10-28 22:47:00,550443.09,4432588.61,858.04,9244.23,0
82,2020-10-29 02:49:00,550439.92,4432598.61,857.45,8448.91,0
83,2020-10-29 03:46:00,550453.76,4432553.33,861.47,5747.47,0
84,2020-10-29 07:06:00,550429.36,4432680.26,863.61,4450.16,0
85,2020-10-29 12:55:00,550447.88,4432465.45,858.33,4990.3,0
86,2020-10-29 13:02:00,550449.49,4432732.34,860.77,5955.41,0
87,2020-10-29 16:12:00,550485.36,4432447.3,889.92,8056.5,0
88,2020-10-29 18:13:00,550499.82,4432691.1,851.01,6433.71,0
89,2020-10-29 22:11:00,550548.2,4432641.89,890.5,3876.58,0
90,2020-10-29 22:33:00,550419.23,4432596.76,866.66,10051.85,0
91,2020-10-30 17:07:00,550472.07,4432596.59,864.87,6500.78,0
92,2020-10-30 22:12:00,550452.66,4432475.95,872.2,4990.81,0
93,2020-10-31 00:15:00,550472.48,4432557.5,892.46,7447.17,0
94,2020-10-31 03:02:00,550485.43,4432662.29,853.5,5776.53,0
95,2020-10-31 10:59:00,550406.63,4432643.61,854.63,2684.66,0
96,2020-10-31 13:45:00,550478.7,4432575.9,854.09,3531.29,0
97,2020-10-31 14:33:00,550483.64,4432647.33,889.66,3438.67,0
98,2020-10-31 17:33:00,550440.31,4432463.68,864.87,6552.71,0
99,2020-10-31 17:45:00,550413.65,4432511.43,885.15,7114.26,0
100,2020-11-01 03:38:00,550506.89,4432750.34,855.38,3391.27,0
101,2020-11-01 10:30:00,550318.42,4432518.27,860.21,5130.69,0
102,2020-11-01 10:51:00,550476.58,4432492.98,885.03,2616.94,0
103,2020-11-01 22:07:00,550434.42,4432622.61,878.98,3549.57,0
104,2020-11-01 22:12:00,550483.73,4432730.59,860.17,4253.59,0
105,2020-11-02 00:14:00,550468.91,4432444.8,871.34,13866.72,1
106,2020-11-02 02:13:00,550436.47,4432627.98,885.45,4659.53,0
107,2020-11-02 06:47:00,550427.55,4432387.83,859.52,9219.26,0
108,2020-11-02 15:43:00,550339.11,4432467.54,892.84,5016.09,0
109,2020-11-03 02:06:00,550436.38,4432661.51,863.48,3337.62,0
110,2020-11-03 02:27:00,550407.97,4432390.47,871.82,3667.74,0
111,2020-11-03 03:55:00,550560.44,4432433.38,889.29,2867.57,0
112,2020-11-03 10:06:00,550455.38,4432713.02,856.71,6871.25,0
113,2020-11-03 12:20:00,550445.12,4432468.47,890.59,5164.43,0
114,2020-11-03 12:25:00,550410.58,4432460.64,850.54,6671.09,0
115,2020-11-03 13:37:00,550443.21,4432544.72,887.92,29075.65,1
116,2020-11-04 02:28:00,550493.69,4432343.69,893.97,2680.7,0
117,2020-11-04 02:59:00,550446.58,4432425.3,852.26,2492.16,0
118,2020-11-05 23:26:00,550374.03,4432624.34,894.19,1171.66,0
119,2020-11-06 01:56:00,550444.1,4432517.5,866.64,10852.18,0
120,2020-11-06 06:09:00,550394.33,4432691.6,863.08,4609.32,0
121,2020-11-06 10:14:00,550448.66,4432573.14,883.8,10782.24,0
122,2020-11-06 22:14:00,550437.87,4432668.5,863.95,3292.99,0
123,2020-11-07 06:53:00,550433.97,4432583.99,854.76,4504.5,0
124,2020-11-07 11:13:00,550360.59,4432392.36,883.17,6167.28,0
125,2020-11-07 14:09:00,550447.07,4432673.61,872.7,6442,0
126,2020-11-07 23:10:00,550318,4432379.97,883.38,4525.84,0
127,2020-11-08 14:22:00,550344.57,4432658.58,857.91,3281,0
128,2020-11-08 15:59:00,550373.53,4432458.76,874.13,4095.1,0
129,2020-11-08 23:47:00,550419.82,4432648.94,871.19,12208.25,0
130,2020-11-09 00:15:00,550400.16,4432651.51,871.28,4366.73,0
131,2020-11-09 00:57:00,550481.66,4432650.32,886.21,7728.18,0
132,2020-11-09 02:02:00,550417.21,4432557.72,874.08,3900.06,0
133,2020-11-09 03:55:00,550374.9,4432449.87,870.59,6399.56,0
134,2020-11-09 06:40:00,550463.7,4432650.67,889.94,6725.39,0
135,2020-11-09 12:45:00,550374.31,4432453.02,871.47,10296.8,0
136,2020-11-09 14:33:00,550398.71,4432561.02,866.92,4966.27,0
137,2020-11-10 00:15:00,550397.78,4432650.1,851.24,4780.46,0
138,2020-11-10 11:40:00,550384.18,4432468.2,872.43,6024.86,0
139,2020-11-10 18:42:00,550440.37,4432611.85,851.11,9942.07,0
140,2020-11-10 18:54:00,550402.34,4432648.81,853.6,3203.12,0
141,2020-11-11 04:27:00,550424.04,4432628.19,854.15,7688.96,0
142,2020-11-11 23:26:00,550374.85,4432611.19,867.06,4404.14,0
143,2020-11-12 02:45:00,550361.44,4432625.79,854.72,4209.85,0
144,2020-11-12 07:06:00,550398.06,4432583.16,853.1,4145.71,0
145,2020-11-12 13:13:00,550414.76,4432578.44,855.74,4219.77,0
146,2020-11-12 20:53:00,550408.73,4432644.42,865.81,6839.26,0
147,2020-11-13 10:24:00,550346.75,4432444.28,853.2,9854.96,0
148,2020-11-13 22:53:00,550342.24,4432443.25,853.43,7250.87,0
149,2020-11-13 23:46:00,550566.92,4432602.05,893.04,3356.95,0
150,2020-11-14 01:51:00,550363.48,4432440.59,870.85,4215.19,0
151,2020-11-14 05:33:00,550434.33,4432685.35,853.34,7730.33,0
152,2020-11-14 10:55:00,550376.12,4432441.03,865.92,5525.52,0
153,2020-11-14 22:25:00,550369.58,4432620.01,861.44,3916.02,0
154,2020-11-14 23:24:00,550240.81,4432429.1,887.45,5696.59,0
155,2020-11-15 08:59:00,550401.17,4432653.76,867.44,4700.36,0
156,2020-11-15 16:45:00,550240.42,4432767.12,887.52,2582.19,0
157,2020-11-16 16:28:00,550350.94,4432445.21,877.67,2572.65,0
158,2020-11-17 03:39:00,550347.31,4432495.91,879.64,9128.92,0
159,2020-11-18 00:33:00,550415.56,4432596.75,868.99,5150.11,0
160,2020-11-18 01:58:00,550424.78,4432648.79,855.03,11411.45,0
161,2020-11-18 08:44:00,550363.16,4432443.52,872.25,10076.42,0
162,2020-11-19 10:48:00,550349.77,4432482.54,895.87,3859.62,0
163,2020-11-19 12:43:00,550358.99,4432653.66,870,5978.79,0
164,2020-11-19 16:11:00,550339.74,4432426.61,872.35,8313.86,0
165,2020-11-19 17:54:00,550383.96,4432585.58,853.11,3865.32,0
166,2020-11-19 23:42:00,550411.83,4432647.95,873.87,7168.27,0
167,2020-11-20 04:22:00,550351.18,4432554.73,894.74,4357.45,0
168,2020-11-21 11:19:00,550403.71,4432617,872.78,3433.57,0
169,2020-11-21 11:24:00,550381.81,4432584.93,868.03,3561.71,0
170,2020-11-21 11:28:00,550319.6,4432567.94,874.74,3233,0
171,2020-11-22 13:46:00,550478.48,4432650.8,873.09,5278.47,0
172,2020-11-23 05:19:00,550354.55,4432438.94,855.44,10433.94,0
173,2020-11-23 06:08:00,550399.24,4432630.78,858.85,4519.37,0
174,2020-11-23 12:50:00,550196.49,4432494.43,890.17,3961.19,0
175,2020-11-23 14:53:00,550361.87,4432601.54,873.76,18526.36,1
176,2020-11-24 00:28:00,550380.01,4432578.17,860.91,10498.23,0
177,2020-11-24 02:25:00,550314.64,4432482.44,869.51,5168.08,0
178,2020-11-24 12:07:00,550289.96,4432493.45,876.11,4072.64,0
179,2020-11-26 01:49:00,550376.25,4432611.94,880.83,9331.43,0
180,2020-11-26 06:25:00,550365.61,4432608.64,860.23,3621.28,0
181,2020-11-27 10:08:00,550354.28,4432629.08,873.95,9261.08,0
182,2020-11-28 07:02:00,550314.7,4432542.48,885.95,2259.4,0
183,2020-11-28 08:25:00,550426.08,4432691.08,855.76,3403.18,0
184,2020-11-29 14:50:00,550298.94,4432493.99,850.74,1163.31,0
185,2020-11-29 22:51:00,550370.91,4432548.78,891.8,1966.31,0
186,2020-12-01 02:43:00,550301.32,4432496.83,859.55,951.22,0
187,2020-12-01 05:36:00,550410.25,4432712.84,849.92,1169.55,0
188,2020-12-03 01:45:00,550429.98,4432630.98,857.38,15530.51,1
189,2020-12-04 03:11:00,550348.27,4432607.6,867.75,11551.67,0
190,2020-12-07 03:29:00,550340.63,4432627.95,890.88,3357.91,0
191,2020-12-07 11:07:00,550294.11,4432449.69,892.45,7040.63,0
192,2020-12-07 13:02:00,550405.8,4432757.54,853.44,5163.47,0
193,2020-12-08 05:10:00,550263.77,4432419.07,894.81,4260,0
194,2020-12-08 13:40:00,550276.09,4432483.02,892.15,4181.79,0
195,2020-12-11 08:22:00,550413.79,4432581.22,890.98,3769.15,0
196,2020-12-11 17:33:00,550197.69,4432758.16,873.5,2867.62,0
197,2020-12-12 07:16:00,550312.6,4432538.26,887.58,3464.7,0
198,2020-12-13 07:13:00,550291.79,4432452.7,872.11,6346.92,0
199,2020-12-14 11:34:00,550318.15,4432389.55,870.06,6479.37,0
200,2020-12-14 16:43:00,550394.62,4432730.29,888.37,2613.76,0
201,2020-12-15 14:15:00,550348.48,4432591.94,894.27,4320.72,0
202,2020-12-15 17:26:00,550344.04,4432708.03,890.42,5925.62,0
203,2020-12-17 12:23:00,550322.69,4432491.72,891.96,4738.1,0
204,2020-12-21 11:00:00,550226.15,4432446.7,871.3,12487.44,0
205,2020-12-21 17:42:00,550272.54,4432439.75,873.06,5315.03,0
206,2020-12-22 00:14:00,550254.39,4432632.85,886.24,5260.34,0
207,2020-12-22 17:34:00,550333.63,4432743.52,856.25,5173.44,0
208,2020-12-23 01:38:00,550287.75,4432690.08,897.7,5852.93,0
209,2020-12-23 01:46:00,550196.21,4432713.91,883.47,8757.32,0
210,2020-12-23 06:12:00,550204.18,4432535,875.89,11990.32,0
211,2020-12-23 13:14:00,550241.01,4432675.7,883.76,5167.08,0
212,2020-12-23 13:46:00,550223.29,4432626.81,883.42,6024.64,0
213,2020-12-23 18:03:00,550210.15,4432618.13,870.71,3636.8,0
214,2020-12-23 19:46:00,550238.38,4432592.26,883.5,4132.04,0
215,2020-12-24 00:13:00,550241.77,4432668.57,885,1973.75,0
216,2020-12-24 02:17:00,550249.64,4432513.06,851.46,2703.39,0
217,2020-12-24 04:37:00,550226.45,4432611.38,894.66,2297.36,0
218,2020-12-24 10:49:00,550226.9,4432710.8,882.47,2326.29,0
219,2020-12-24 11:06:00,550266.48,4432661.42,857.69,2004.52,0
220,2020-12-24 15:59:00,550275.12,4432723.61,851.67,1332.35,0
221,2020-12-24 23:57:00,550262.37,4432676.8,869.33,2231.2,0
222,2020-12-25 01:52:00,550252.57,4432751.84,871.85,5020.02,0
223,2020-12-25 06:29:00,550260.45,4432666.47,857.68,9845.71,0
224,2020-12-25 10:38:00,550233.42,4432710.55,869.82,3967.73,0
225,2020-12-25 14:04:00,550383.99,4432682.19,884.53,4967.57,0
226,2020-12-26 01:22:00,550307.38,4432516.78,861.68,3626.01,0
227,2020-12-26 02:18:00,550285.18,4432606.06,891.93,4735.06,0
228,2020-12-26 05:31:00,550273.85,4432634.7,896.32,4079.34,0
229,2020-12-26 08:13:00,550285.68,4432552.34,878.48,9052.92,0
230,2020-12-26 10:31:00,550275.95,4432646.37,896.16,4105.62,0
231,2020-12-26 15:18:00,550219.69,4432724.44,880.86,4725.81,0
232,2020-12-26 16:22:00,550265.56,4432690.67,869.38,5487.06,0
233,2020-12-27 00:21:00,550240.81,4432547.54,860.11,9601.73,0
234,2020-12-27 02:17:00,550210.51,4432692.58,864.07,8483.74,0
235,2020-12-27 02:46:00,550262.46,4432701.62,852.25,18961.91,1
236,2020-12-27 06:30:00,550276.7,4432598.67,874.53,10451.09,0
237,2020-12-27 07:02:00,550224.93,4432668.1,874.49,5521.95,0
238,2020-12-27 07:06:00,550251.79,4432647.86,865.55,11170,0
239,2020-12-27 07:16:00,550233.95,4432691.46,854.38,5882.35,0
240,2020-12-27 10:50:00,550312.16,4432635.34,852.43,8437.1,0
241,2020-12-27 11:53:00,550236.86,4432662.49,868.87,10667.71,0
242,2020-12-27 14:07:00,550246.67,4432695.43,860.47,12657.12,0
243,2020-12-27 15:22:00,550264.77,4432578.63,851.01,5513.84,0
244,2020-12-27 16:30:00,550308.59,4432566.67,871.69,5825.33,0
245,2020-12-27 23:58:00,550245.03,4432449.68,869.97,20100.79,1
246,2020-12-28 01:36:00,550259.03,4432644.16,850,9818.12,0
247,2020-12-28 01:47:00,550227.15,4432681.97,865.2,16529.05,1
248,2020-12-28 03:07:00,550241.76,4432683.71,858.52,9685.63,0
249,2020-12-28 05:29:00,550244.35,4432668.06,860.27,11224,0
250,2020-12-28 06:56:00,550270.4,4432580.62,867.58,7471.66,0
251,2020-12-28 10:12:00,550258.18,4432683.17,869.27,6551.4,0
252,2020-12-28 10:30:00,550270.06,4432664.82,886.65,11669.87,0
253,2020-12-28 16:01:00,550223.58,4432521.03,887.26,7273.84,0
254,2020-12-28 16:16:00,550238.61,4432536.23,879.55,6029.56,0
255,2020-12-28 16:37:00,550236.15,4432617.04,876.5,8630.73,0
256,2020-12-29 02:21:00,550245.33,4432635.19,885.84,13677.44,1
257,2020-12-29 03:23:00,550210.28,4432461,873.15,12784.76,0
258,2020-12-29 13:44:00,550268.71,4432625.29,895.09,6814.51,0
259,2020-12-29 15:30:00,550282.39,4432705.8,874.62,4663.97,0
260,2020-12-29 21:15:00,550211.2,4432739.92,852.19,8621.94,0
261,2020-12-30 01:26:00,550210.91,4432381.12,863.85,7945.76,0
262,2020-12-30 01:39:00,550275.76,4432634.52,887.49,16359.77,1
263,2020-12-30 13:27:00,550230.48,4432662.35,857.89,5340.55,0
264,2020-12-30 18:07:00,550197.92,4432784.56,875.48,4976.85,0
265,2020-12-31 00:39:00,550256.57,4432724.97,861.35,10969.42,0
266,2020-12-31 01:02:00,550267.18,4432674.9,871.72,955.2,0
267,2020-12-31 02:46:00,550140.27,4432535.14,884.11,1005.01,0
268,2021-01-01 13:07:00,550229.1,4432665.99,871.18,4306.04,0
269,2021-01-01 15:49:00,550187.75,4432450.95,896.72,2828.54,0
270,2021-01-02 00:56:00,550209.92,4432749.76,852.9,1689.42,0
271,2021-01-02 01:40:00,550107.74,4432814.77,868.23,2061.36,0
272,2021-01-02 05:42:00,550260.28,4432664.45,889.76,2391.13,0
273,2021-01-02 11:50:00,550139.18,4432463.82,896.61,3487.54,0
274,2021-01-03 03:15:00,550158.81,4432760.42,897.47,5188.3,0
275,2021-01-03 08:10:00,550395.8,4432726.56,885.33,1684.71,0
276,2021-01-03 10:52:00,550450.13,4432685.02,869.91,3780.28,0
277,2021-01-04 00:33:00,550194.84,4432460.37,852.57,4101.8,0
278,2021-01-04 08:18:00,550106.21,4432489.51,896.54,4037.87,0
279,2021-01-04 14:53:00,550164.51,4432514.01,892.49,2906.1,0
280,2021-01-05 04:49:00,550235.47,4432565.34,863.76,4168.64,0
281,2021-01-05 06:12:00,550287.7,4432428.91,854.55,3822.96,0
282,2021-01-05 10:26:00,550296.78,4432554.56,874.84,15575.62,1
283,2021-01-05 12:59:00,550247.33,4432545.05,896.74,4901.62,0
284,2021-01-05 16:04:00,550298.94,4432751.78,857.79,4058.7,0
285,2021-01-05 22:31:00,550144.88,4432501.78,874.4,4744.4,0
286,2021-01-06 01:41:00,550221.29,4432579.29,855.45,12140.02,0
287,2021-01-06 04:00:00,550249.28,4432470.67,898.1,13975.98,1
288,2021-01-06 08:01:00,550331.29,4432685.7,879.09,12319.82,0
289,2021-01-07 02:40:00,550257.79,4432745.22,884.51,5442.42,0
290,2021-01-07 03:53:00,550223.47,4432579.63,885.04,6191.15,0
291,2021-01-07 05:02:00,550183.93,4432502.71,896.14,8351.46,0
292,2021-01-07 06:10:00,550280.45,4432585.91,856.29,10527.91,0
293,2021-01-07 13:07:00,550206.61,4432513.2,869.6,7186.66,0
294,2021-01-07 15:24:00,550212.98,4432528.77,871.59,5452.3,0
295,2021-01-07 16:53:00,550181.7,4432480.46,890.78,7873.15,0
296,2021-01-07 23:29:00,550197.56,4432554.8,877.49,5106.19,0
